no.;code;Leitungsfunktion;entry TBS;deputat FBS;deputat Vollzeit FBS;jobscope FBS;Übereinstimmung jobscope;deputat;deputat_full;jobscope_real;difference;jobscope_fbs;jobscope;Werte, wenn unter 10 % Differenz;age_tbs;age_fbs;age_Übereinstimmung;age;"gender_tbs (1=w; 2=m)";gender_fbs;Änderung gender;gender
165;G5W8H6B348;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;37;38;1;38;1;2;;1
166;GE7QV1V1UV;0;100,00;23,00;25,00;92,00;0;?;?;?;0,00;96,00;96,00;96,00;37;37;0;37;1;2;;1
167;GHG2DSYSD7;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;48;48;0;48;1;2;zuvor m in FBS;1
168;GLQL26LMDL;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;33;34;1;34;2;1;;2
169;GS1PNH1167;0;60,00;15,00;25,00;60,00;1;15,00;25,00;60,00;1,00;60,00;60,00;60,00;38;39;1;39;1;2;;1
170;GXE815PM55;0;92,00;20,00;25,00;80,00;0;?;?;?;0,00;80,00;92,00;Nein;31;32;1;32;1;2;;1
171;GXT4RPP6DA;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;54;55;1;55;2;1;;2
172;GZ54S14PS2;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;44;45;1;45;1;2;;1
173;GZEQ2ZUZCY;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;57;57;0;57;2;1;;2
174;H3P69DCSW1;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;43;43;0;43;2;1;;2
175;H5LRMNUK63;0;80,00;22,00;25,00;88,00;0;?;?;?;0,00;84,00;84,00;84,00;38;39;1;39;2;1;;2
176;H7ZFK9RZ2D;0;92,00;25,00;25,00;100,00;0;?;?;?;0,00;96,00;96,00;96,00;34;35;1;35;1;2;;1
177;HD4BMGW4AH;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;50;50;0;50;1;2;;1
178;HE8UMUSBPK;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;52;54;2;54;1;2;;1
179;HLHN561PH6;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;53;54;1;54;2;1;;2
180;HMLQM4P1K1;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;52;54;2;54;1;2;;1
181;HN6XZSHD1Z;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;50;50;0;50;2;1;;2
182;HQA4ZLZWWA;0;50,00;14,00;27,00;51,85;0;?;?;?;0,00;50,93;50,93;50,93;50;50;0;50;1;2;;1
183;HTTPRVPCWQ;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;58;59;1;59;2;1;;2
184;HUQ9ME2FWQ;0;84,00;21,00;25,00;84,00;1;21,00;25,00;84,00;1,00;84,00;84,00;84,00;32;33;1;33;1;2;;1
185;HZ8B6Z6SCS;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;55;56;1;56;1;2;;1
186;K1C2LNLSTU;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;29;30;1;30;1;2;;1
187;K3PNL2K6QD;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;49;50;1;50;1;2;;1
188;K51QXZBWVB;0;64,00;16,00;25,00;64,00;1;16,00;25,00;64,00;1,00;64,00;64,00;64,00;39;39;0;39;1;2;;1
189;K5QAWULQ5N;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;30;30;0;30;1;2;;1
190;K5VTDRV5EY;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;55;55;0;55;2;1;;2
191;K6ZVCUGZ7E;0;100,00;28,00;28,00;100,00;1;28,00;28,00;100,00;1,00;100,00;100,00;100,00;49;49;0;49;2;1;;2
192;K7LWV2VTB8;0;100,00;27,00;27,00;100,00;1;?;?;?;1,00;100,00;100,00;100,00;37;38;1;38;1;2;;1
193;K91G9R2X1X;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;55;56;1;56;2;1;;2
194;KBDSC4Y4DW;0;64,00;16,00;25,00;64,00;1;16,00;25,00;64,00;1,00;64,00;64,00;64,00;60;60;0;60;1;2;;1
195;KN6T4YP9SB;0;87,00;22,00;25,00;88,00;0;?;?;?;0,00;87,50;87,50;87,50;31;31;0;31;1;2;;1
196;KNHXAW2H5M;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;53;54;1;54;2;1;;2
197;KR3NRNREXF;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;33;34;1;34;1;2;;1
198;KSZT7QEC7G;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;36;37;1;37;1;2;;1
199;KYBU7M19DN;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;58;59;1;59;2;1;;2
200;L13K1VAYMM;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;39;40;1;40;1;2;;1
201;L1PS7WLD23;0;52,00;13,00;25,00;52,00;1;13,00;25,00;52,00;1,00;52,00;52,00;52,00;52;52;0;52;1;2;;1
202;L4Q81GMDPS;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;53;54;1;54;2;1;;2
203;L853VWMVSQ;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;38;39;1;39;2;1;;2
204;L93EP8VFEY;0;100,00;16,00;25,00;64,00;1;?;?;64,00;0,00;64,00;100,00;Nein;39;40;1;40;1;2;;1
205;LB4ZW64LRC;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;47;48;1;48;1;2;;1
206;LC324YPPY7;0;88,00;22,00;25,00;88,00;1;22,00;25,00;88,00;1,00;88,00;88,00;88,00;30;31;1;31;2;1;;2
207;LE93VMFZRK;0;100,00;22,00;25,00;88,00;0;?;?;?;0,00;88,00;100,00;Nein;32;33;1;33;1;2;;1
208;LFUXY2CS6Z;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;53;54;1;54;1;2;;1
209;LHE84CZ2BF;0;92,60;25,00;27,00;92,59;1;?;?;92,59;0,00;92,60;92,60;92,60;54;55;1;55;2;1;;2
210;LM1CKB8DKG;0;84,00;21,00;25,00;84,00;1;21,00;25,00;84,00;1,00;84,00;84,00;84,00;59;60;1;60;1;2;;1
211;LVZKXTLC5D;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;51;52;1;52;2;1;;2
212;LZUVCHL5EQ;0;75,00;16,00;25,00;64,00;0;?;?;?;0,00;64,00;75,00;Nein;44;44;0;44;1;2;;1
213;M8C31CK1MM;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;30;31;1;31;1;2;;1
214;M8FCGL2RVG;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;53;54;1;54;1;2;;1
215;MBYTPK8U17;0;62,50;17,50;28,00;62,50;1;?;?;?;1,00;62,50;62,50;62,50;54;55;1;55;1;2;;1
216;MG5U4SWQ7X;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;32;32;0;32;2;1;;2
217;MPL5LM51DW;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;56;56;0;56;2;1;;2
218;MSLH8V4EA5;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;41;42;1;42;1;2;;1
219;MURRGLTY1F;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;47;48;1;48;1;2;;1
220;MYQHCRVQG8;0;70,00;20,00;25,00;80,00;0;?;?;?;0,00;75,00;75,00;75,00;54;55;1;55;1;2;;1
221;MZF2L91PWU;0;50,00;13,00;25,00;52,00;0;?;?;?;0,00;51,00;51,00;51,00;53;54;1;54;1;2;;1
222;N4BHD81AZQ;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;33;34;1;34;1;2;;1
223;NEVD69ZMKS;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;28;29;1;29;2;1;;2
224;NKHF5CZDMV;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;47;47;0;47;2;1;;2
225;NNYQXQTFDD;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;53;54;1;54;1;2;;1
226;NQBHXBB6MB;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;34;35;1;35;1;2;;1
227;NXGU64NDAQ;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;38;38;0;38;1;2;;1
228;NZDSCKA9KY;0;68,00;17,00;25,00;68,00;1;17,00;25,00;68,00;1,00;68,00;68,00;68,00;39;40;1;40;1;2;;1
229;NZL9RBGLRZ;0;56,00;13,00;25,00;52,00;0;?;?;?;0,00;54,00;54,00;54,00;38;39;1;39;1;2;;1
230;P3PL6YQEFV;0;98,00;24,50;25,00;98,00;1;24,50;25,00;98,00;1,00;98,00;98,00;98,00;29;30;1;30;1;2;;1
231;P6W6W7QGNN;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;38;38;0;38;2;1;;2
232;P7UTVGATQP;1;75,00;Leitungsfunktion;Leitungsfunktion;74,00;0;?;?;?;0,00;74,50;74,50;74,50;55;56;1;56;1;2;;1
233;PL3ELN6YCM;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;57;59;2;59;1;2;;1
234;PYSUEBPHP5;0;70,00;17,00;25,00;68,00;0;?;?;?;0,00;69,00;69,00;69,00;57;58;1;58;1;2;;1
235;Q6L2LAAFGT;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;33;34;1;34;1;2;;1
236;Q6ZB96F44B;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;55;56;1;56;1;2;;1
237;QBDTTHMCVZ;0;72,00;18,00;25,00;72,00;1;18,00;25,00;72,00;1,00;72,00;72,00;72,00;41;42;1;42;1;2;;1
238;QCB8H2KTZ1;0;60,00;16,00;27,00;59,26;0;?;?;?;0,00;59,63;59,63;59,63;46;46;0;46;1;2;;1
239;QGNT574X2F;1;88,00;Leitungsfunktion;Leitungsfunktion;88,00;1;Leitungsfunktion;Leitungsfunktion;88,00;1,00;88,00;88,00;88,00;57;57;0;57;2;1;;2
240;QGQXUSFHVG;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;52;52;0;52;1;2;;1
241;QLB6QEX54M;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;50;51;1;51;1;2;;1
242;QMYXUQYCWA;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;37;38;1;38;2;1;;2
243;QVXTSKD5SD;0;64,00;16,00;25,00;64,00;1;16,00;25,00;64,00;1,00;64,00;64,00;64,00;53;54;1;54;1;2;;1
244;QW3YLL5E56;0;100,00;27,00;28,00;96,43;0;?;?;?;0,00;98,21;98,21;98,21;49;50;1;50;2;1;;2
245;R29NV6RY2U;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;45;46;1;46;2;1;;2
246;R5DW8TSP2W;0;88,00;22,00;25,00;88,00;1;22,00;25,00;88,00;1,00;88,00;88,00;88,00;35;36;1;36;1;2;;1
247;R89HQCH34X;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;41;42;1;42;1;2;;1
248;R9VM9UWD6W;0;70,00;16,00;25,00;64,00;0;?;?;?;0,00;67,00;67,00;67,00;36;36;0;36;1;2;;1
249;RMYF9RBG8Z;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;27;28;1;28;1;2;;1
250;RQ6BGD3KT5;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;50;51;1;51;1;2;;1
251;RSVWM1V2VD;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;51;51;0;51;2;1;;2
252;RTWN39BVSU;0;83,30;21,00;25,00;84,00;0;?;?;?;0,00;83,65;83,65;83,65;52;54;2;54;1;2;;1
253;RTXB2N6FTB;0;100,00;27,00;27,00;100,00;1;27,00;27,00;100,00;1,00;100,00;100,00;100,00;54;55;1;55;1;2;;1
254;RX747LDR17;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;57;58;1;58;2;1;;2
255;RXRQGMPAYK;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;36;37;1;37;2;1;;2
256;RZWB3ZLTGA;0;60,00;15,00;25,00;60,00;1;15,00;25,00;60,00;1,00;60,00;60,00;60,00;33;34;1;34;1;2;;1
257;SA3GMTLD35;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;54;55;1;55;1;2;;1
258;SBB2KCHZ78;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;33;33;0;33;2;1;;2
259;SMGF6EP1V6;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;54;54;0;54;1;2;;1
260;SP2UYT6YZU;0;64,00;16,00;25,00;64,00;1;16,00;25,00;64,00;1,00;64,00;64,00;64,00;46;47;1;47;1;2;;1
261;SRHWAQG1VZ;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;53;54;1;54;2;1;;2
262;SSZVBCDFGG;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;30;30;0;30;1;2;;1
263;SZUCUMXZQA;0;100,00;28,00;28,00;100,00;1;28,00;28,00;100,00;1,00;100,00;100,00;100,00;57;58;1;58;2;1;;2
264;T1CNLTQ1MV;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;39;40;1;40;1;2;;1
265;T2ZKC4BB8Z;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;48;49;1;49;2;1;;2
266;T5369E5DAL;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;36;36;0;36;1;2;;1
267;T6DF1RQQ3V;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;37;38;1;38;2;1;;2
268;TKVPS8PUTD;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;31;32;1;32;1;2;;1
269;TN1CL3N8CB;0;72,00;18,00;25,00;72,00;1;18,00;25,00;72,00;1,00;72,00;72,00;72,00;26;27;1;27;1;2;;1
270;TSK3GMGB5R;0;50,00;12,50;25,00;50,00;1;12,50;25,00;50,00;1,00;50,00;50,00;50,00;36;37;1;37;2;1;;2
271;TW1CXEFBK5;0;75,00;18,00;25,00;72,00;0;?;?;?;0,00;73,50;73,50;73,50;56;56;0;56;1;2;;1
272;TX1RZ3MYGN;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;44;45;1;45;2;1;;2
273;U1LNSGNFT4;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;47;48;1;48;1;2;;1
274;U2K2GM8T74;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;38;39;1;39;1;2;;1
275;U79KMZGQ1K;0;56,00;14,00;25,00;56,00;1;14,00;25,00;56,00;1,00;56,00;56,00;56,00;44;44;0;44;1;2;;1
276;UCZ2D3Z488;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;37;38;1;38;2;1;;2
277;UPP55XBDF6;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;29;30;1;30;1;2;;1
278;UPX71XSU9Q;0;64,00;16,00;25,00;64,00;1;16,00;25,00;64,00;1,00;64,00;64,00;64,00;48;48;0;48;1;2;;1
279;UQBAXX7V1H;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;32;33;1;33;1;2;;1
280;USWXHK5SVB;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;53;54;1;54;2;1;;2
281;UTVF8LAE7Z;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;62;63;1;63;2;1;;2
282;UXER1MX23A;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;55;56;1;56;1;2;;1
283;V5PW9X1DAB;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;34;35;1;35;2;1;;2
284;V7ES1FBHA6;0;100,00;27,00;27,00;100,00;1;27,00;27,00;100,00;1,00;100,00;100,00;100,00;55;56;1;56;1;2;;1
285;V8HMWGENRK;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;29;30;1;30;1;2;;1
286;VGNLRE1L37;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;45;45;0;45;2;1;;2
287;VL3Z9GD78G;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;58;59;1;59;2;1;;2
288;VMWZQ2FUXD;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;49;50;1;50;1;2;;1
289;VQ3K864LS8;0;52,00;13,00;25,00;52,00;1;13,00;25,00;52,00;1,00;52,00;52,00;52,00;32;33;1;33;1;2;;1
290;VV7LD859HP;0;72,00;18,00;25,00;72,00;1;18,00;25,00;72,00;1,00;72,00;72,00;72,00;59;60;1;60;1;2;;1
291;W12RXUQ2XU;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;32;33;1;33;1;2;;1
292;W2BSCR7BT7;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;48;49;1;49;1;2;;1
293;W2RQLRQKEM;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;55;56;1;56;2;1;;2
294;W7ZU5CNMV4;0;48,00;12,50;25,00;50,00;0;?;?;?;0,00;49,00;49,00;49,00;58;59;1;59;1;2;;1
295;W931RZP5SX;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;47;48;1;48;1;2;;1
296;WBCPGHUMGA;0;84,00;21,00;25,00;84,00;1;21,00;25,00;84,00;1,00;84,00;84,00;84,00;57;58;1;58;1;2;;1
297;WD7XAUBZSY;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;58;58;0;58;2;1;;2
298;WFK2UB33TP;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;43;44;1;44;1;2;;1
299;WG2T197UA5;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;59;60;1;60;2;1;;2
300;WU35LPC9LF;0;56,00;14,00;25,00;56,00;1;14,00;25,00;56,00;1,00;56,00;56,00;56,00;35;36;1;36;1;2;;1
301;WX1MQU6WHE;0;44,00;12,00;25,00;48,00;0;?;?;?;0,00;46,00;46,00;46,00;48;48;0;48;1;2;;1
302;WYBXGUUB86;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;53;54;1;54;1;2;;1
303;WYL358N27Z;0;100,00;27,00;27,00;100,00;1;27,00;27,00;100,00;1,00;100,00;100,00;100,00;55;56;1;56;1;2;;1
304;X3YTNCAL5M;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;51;51;0;51;1;2;;1
305;XEG54PKKB2;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;37;38;1;38;1;2;;1
306;XNGLUWHPXY;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;41;42;1;42;2;1;;2
307;XSTRT4ATEZ;0;65,00;16,00;25,00;64,00;0;?;?;?;0,00;64,50;64,50;64,50;31;32;1;32;1;2;;1
308;XTVV8CV7NW;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;40;41;1;41;2;1;;2
309;XUCMV75GAY;0;92,00;23,00;25,00;92,00;1;23,00;25,00;92,00;1,00;92,00;92,00;92,00;35;36;1;36;1;2;;1
310;XVSG9SGGEC;0;40,00;12,50;25,00;50,00;0;?;?;?;0,00;45,00;45,00;45,00;58;58;0;58;2;1;;2
311;XWDVL77STE;0;100,00;28,00;28,00;100,00;1;28,00;28,00;100,00;1,00;100,00;100,00;100,00;33;34;1;34;2;1;;2
312;XXTN812TKP;0;56,00;14,00;25,00;56,00;1;14,00;25,00;56,00;1,00;56,00;56,00;56,00;40;41;1;41;1;2;;1
313;Y5HC8989YW;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;50;52;2;52;2;1;;2
314;Y6A8B7PQUP;0;100,00;27,00;25,00;108,00;1;27,00;?;108,00;0,00;104,00;104,00;104,00;53;54;1;54;2;1;;2
315;Y9K6AZPLW4;0;84,00;21,00;25,00;84,00;1;21,00;25,00;84,00;1,00;84,00;84,00;84,00;34;35;1;35;2;1;;2
316;YBD8H1259E;0;72,00;18,00;25,00;72,00;1;18,00;25,00;72,00;1,00;72,00;72,00;72,00;42;43;1;43;2;1;;2
317;YDEEN3SFQC;0;100,00;27,00;27,00;100,00;1;27,00;27,00;100,00;1,00;100,00;100,00;100,00;54;55;1;55;2;1;;2
318;YRHSHAPVPG;0;80,00;20,00;25,00;80,00;1;20,00;25,00;80,00;1,00;80,00;80,00;80,00;36;37;1;37;1;2;;1
319;YS1Z6KC4FK;0;96,00;26,00;27,00;96,30;1;?;?;96,30;0,00;96,15;96,15;96,15;32;33;1;33;1;2;;1
320;YX61ZW7EZS;0;68,00;17,00;25,00;68,00;1;17,00;25,00;68,00;1,00;68,00;68,00;68,00;54;55;1;55;1;2;;1
321;YXSW8ZCZP6;0;88,00;22,00;25,00;88,00;1;22,00;25,00;88,00;1,00;88,00;88,00;88,00;39;39;0;39;1;2;;1
322;YYN4FGDRU3;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;49;50;1;50;1;2;;1
323;YYUAY412BZ;0;100,00;24,00;25,00;96,00;0;?;?;?;0,00;98,00;98,00;98,00;49;50;1;50;1;2;;1
324;Z26C9FCVGY;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;37;38;1;38;2;1;;2
325;Z2LT7PC66R;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;40;40;0;40;1;2;;1
326;Z3GYC6XX6C;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;44;44;0;44;2;1;;2
327;Z72W3YPEYD;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;34;35;1;35;2;1;;2
328;ZA29B3Q2X5;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;40;41;1;41;2;1;;2
329;ZA465R3ETV;0;60,00;17,00;27,00;62,96;1;?;?;62,96;0,00;61,48;61,48;61,48;58;58;0;58;1;2;;1
330;ZLEMENXL86;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;32;32;0;32;1;2;;1
331;ZTFD8GTDDN;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;48;49;1;49;2;1;;2
332;ZXAVU9A4QE;0;75,00;19,00;25,00;76,00;1;19,00;25,00;76,00;0,00;75,50;75,50;75,50;35;36;1;36;1;2;;1
333;ZYCAL4T13Y;0;100,00;25,00;25,00;100,00;1;25,00;25,00;100,00;1,00;100,00;100,00;100,00;60;60;0;60;1;2;;1
334;CV348TX1NC;1;100,00;Leitungsfunktion;Leitungsfunktion;100,00;1;Leitungsfunktion;Leitungsfunktion;100,00;1,00;100,00;100,00;100,00;49;49;0;49;2;1;;2
